**** BEGIN LOGGING AT Wed Apr 18 22:05:42 2018

Apr 18 22:05:42 *	Now talking on #shade
Apr 18 22:47:40 *	jax_sin (jax_sin@jax_sin.tmi.twitch.tv) has left
Apr 18 22:47:40 *	yomps1 (yomps1@yomps1.tmi.twitch.tv) has left
Apr 18 22:47:40 *	alightshiningindarkn3ss (alightshiningindarkn3ss@alightshiningindarkn3ss.tmi.twitch.tv) has left
Apr 18 22:47:40 *	ghostclientsales (ghostclientsales@ghostclientsales.tmi.twitch.tv) has left
Apr 18 22:47:40 *	barkbarkbark (barkbarkbark@barkbarkbark.tmi.twitch.tv) has left
Apr 18 22:47:40 *	breezykit (breezykit@breezykit.tmi.twitch.tv) has left
Apr 18 22:47:40 *	zirtonic (zirtonic@zirtonic.tmi.twitch.tv) has left
Apr 18 22:47:52 <habib_6ix_god>	LOL
Apr 18 22:47:56 <arekk_12>	LMFAO
Apr 18 22:47:56 <mackeytf>	wtf
Apr 18 22:47:58 <moshes_w_wolves>	LUL
Apr 18 22:47:58 <crazyycow>	LUL
Apr 18 22:47:58 <dubitable>	LUL
Apr 18 22:47:59 <4gottenz>	lmfao
Apr 18 22:48:01 <mellotf2_>	LUL LUL
Apr 18 22:48:03 <zinqul>	LUL
Apr 18 22:48:04 <wild_rumpus>	LuL
Apr 18 22:48:04 <zeekaptain>	bannyXD
Apr 18 22:48:10 <4dderall>	LUL
Apr 18 22:48:11 <sunderkeenin>	LUL
Apr 18 22:48:12 <dubitable>	at least it's shortened
Apr 18 22:48:16 <moshes_w_wolves>	^
Apr 18 22:48:17 <catface__>	@Shade https://clips.twitch.tv/HeadstrongZealousWallabyFailFish
Apr 18 22:48:21 <bioshockfish>	LUL
Apr 18 22:48:21 <ponpon___>	LMFAO
Apr 18 22:48:23 <wild_rumpus>	thats a webcam mic
Apr 18 22:48:32 <mellotf2_>	LUL EleGiggle LUL
Apr 18 22:48:38 <mackeytf>	tos
Apr 18 22:48:39 <lavaa>	kaidusHaffi
Apr 18 22:48:39 <darkxk>	D:
Apr 18 22:48:41 <4gottenz>	MONKAS
Apr 18 22:48:41 <crazyycow>	tos
Apr 18 22:48:42 <tozs_>	PunchTrees
Apr 18 22:48:44 <sliferr>	LOL
Apr 18 22:48:48 <mackeytf>	shdeTOS
Apr 18 22:48:48 <darkxk>	monkaTOS
Apr 18 22:48:58 <sunderkeenin>	remember guys, you can cut the clip from the front and from the back. You don't need to spend 30 seconds at the end staring into space like an f2p on 2fort 4Head
Apr 18 22:49:11 <ponpon___>	???
Apr 18 22:49:11 <b4nnysbottom>	Shade tell b4nny I said hi
Apr 18 22:49:22 *	alightshiningindarkn3ss (alightshiningindarkn3ss@alightshiningindarkn3ss.tmi.twitch.tv) has joined
Apr 18 22:49:22 *	roszlite (roszlite@roszlite.tmi.twitch.tv) has joined
Apr 18 22:49:22 *	oasis2323 (oasis2323@oasis2323.tmi.twitch.tv) has joined
Apr 18 22:49:22 *	dustybunny250 (dustybunny250@dustybunny250.tmi.twitch.tv) has joined
Apr 18 22:49:22 *	critboi69 (critboi69@critboi69.tmi.twitch.tv) has joined
Apr 18 22:49:22 *	romssssssss (romssssssss@romssssssss.tmi.twitch.tv) has joined
Apr 18 22:49:22 *	colpun (colpun@colpun.tmi.twitch.tv) has joined
Apr 18 22:49:22 *	crdbrdpizza (crdbrdpizza@crdbrdpizza.tmi.twitch.tv) has joined
Apr 18 22:49:22 *	superdupertacos (superdupertacos@superdupertacos.tmi.twitch.tv) has joined
Apr 18 22:49:22 *	kawin600 (kawin600@kawin600.tmi.twitch.tv) has joined
Apr 18 22:49:22 *	12cnka (12cnka@12cnka.tmi.twitch.tv) has joined
Apr 18 22:49:22 *	threesuns246 (threesuns246@threesuns246.tmi.twitch.tv) has joined
Apr 18 22:49:22 *	thermos9 (thermos9@thermos9.tmi.twitch.tv) has joined
Apr 18 22:49:22 *	novaterra__ (novaterra__@novaterra__.tmi.twitch.tv) has joined
Apr 18 22:49:22 *	doboboy (doboboy@doboboy.tmi.twitch.tv) has joined
Apr 18 22:49:22 *	sp0t___ (sp0t___@sp0t___.tmi.twitch.tv) has joined
Apr 18 22:49:22 *	catface__ (catface__@catface__.tmi.twitch.tv) has joined
Apr 18 22:49:22 *	euler_tf (euler_tf@euler_tf.tmi.twitch.tv) has left
Apr 18 22:49:22 *	xrodiment (xrodiment@xrodiment.tmi.twitch.tv) has left
Apr 18 22:49:22 *	gr_buster (gr_buster@gr_buster.tmi.twitch.tv) has left
Apr 18 22:49:22 *	wadlie (wadlie@wadlie.tmi.twitch.tv) has left
Apr 18 22:49:22 *	tyopet (tyopet@tyopet.tmi.twitch.tv) has left
Apr 18 22:49:22 *	peniferous (peniferous@peniferous.tmi.twitch.tv) has left
Apr 18 22:49:22 *	5econd5ight (5econd5ight@5econd5ight.tmi.twitch.tv) has left
Apr 18 22:49:22 *	manacute (manacute@manacute.tmi.twitch.tv) has left
Apr 18 22:49:22 *	retrodaveyboy (retrodaveyboy@retrodaveyboy.tmi.twitch.tv) has left
Apr 18 22:49:22 *	2dgirlfriend (2dgirlfriend@2dgirlfriend.tmi.twitch.tv) has left
Apr 18 22:49:22 *	yoshtf (yoshtf@yoshtf.tmi.twitch.tv) has left
Apr 18 22:49:22 *	extracrispy111 (extracrispy111@extracrispy111.tmi.twitch.tv) has left
Apr 18 22:49:22 *	grandmaster_adobe_flash (grandmaster_adobe_flash@grandmaster_adobe_flash.tmi.twitch.tv) has left
Apr 18 22:49:24 <streetpassmii>	🙂 @shade what does RNG stand for? 🤔
Apr 18 22:49:25 <mellotf2_>	4Head ?
Apr 18 22:49:34 <corunson>	https://clips.twitch.tv/ExcitedSpunkyStingrayYee RKT
Apr 18 22:49:35 <4gottenz>	that was some dbz shit
Apr 18 22:49:38 <zinqul>	funkeThe funkeSauce funkeLUL
Apr 18 22:49:48 <habib_6ix_god>	wtf LOL
Apr 18 22:49:51 <corunson>	lmfao
Apr 18 22:49:51 <moshes_w_wolves>	hehehehee
Apr 18 22:49:54 <mackeytf>	new hitsound
Apr 18 22:49:55 <ponpon___>	trukLUL
Apr 18 22:49:57 <boomawranglerhaha>	trukPeek
Apr 18 22:49:57 <darkxk>	4Head
Apr 18 22:49:58 <sunderkeenin>	look at that, the clip ends at the punchline
Apr 18 22:50:00 <mellotf2_>	LUL LUL
Apr 18 22:50:00 <dellaaa>	@shade https://clips.twitch.tv/TawdryColdWormBloodTrail?tt_medium=clips_api&tt_content=url
Apr 18 22:50:01 <sunderkeenin>	Kreygasm
Apr 18 22:50:02 <brimst0ne_>	LUL
Apr 18 22:50:03 <4gottenz>	oh no
Apr 18 22:50:04 <knockthemanklesloose>	turn that into a sick beat
Apr 18 22:50:05 <habib_6ix_god>	I know the song ur bout to pull up
Apr 18 22:50:07 <dustybunny250>	SHADEBEATS?
Apr 18 22:50:09 <roeeyamini>	sick beat
Apr 18 22:50:15 <4dderall>	ShadeBrain?
Apr 18 22:50:31 <0x0ace>	@habib_6ix_God I thought you were banned from shade's chat lo
Apr 18 22:50:32 <0x0ace>	l
Apr 18 22:50:34 <ponpon___>	LOL
Apr 18 22:50:36 <darkxk>	LUL
Apr 18 22:50:40 <mellotf2_>	LUL LUL LUL
Apr 18 22:50:40 <corunson>	lmfao
Apr 18 22:50:43 <wild_rumpus>	@dellaaa posting a 3 month old clip of your own cmonBruh
Apr 18 22:50:44 <dustybunny250>	YESSS
Apr 18 22:50:45 <tozs_>	SourPls
Apr 18 22:50:49 <ponpon___>	PepePls
Apr 18 22:50:49 <0x0ace>	shdeLUL shdeLUL shdeLUL
Apr 18 22:50:50 <zeekaptain>	SourPls
Apr 18 22:50:51 <corunson>	SourPls
Apr 18 22:50:58 *	rulo2004 (rulo2004@rulo2004.tmi.twitch.tv) has joined
Apr 18 22:50:58 *	ponpon___ (ponpon___@ponpon___.tmi.twitch.tv) has joined
Apr 18 22:50:58 *	tyopet (tyopet@tyopet.tmi.twitch.tv) has joined
Apr 18 22:50:58 *	knockthemanklesloose (knockthemanklesloose@knockthemanklesloose.tmi.twitch.tv) has joined
Apr 18 22:50:58 *	breadgaming (breadgaming@breadgaming.tmi.twitch.tv) has left
Apr 18 22:50:58 *	novaterra__ (novaterra__@novaterra__.tmi.twitch.tv) has left
Apr 18 22:50:58 *	gr33dyorphan (gr33dyorphan@gr33dyorphan.tmi.twitch.tv) has left
Apr 18 22:51:05 <lavaa>	Music to my ears Kreygasm
Apr 18 22:51:10 <streamelements>	Be sure to follow me on Twitter for updates and food and stuff: http://twitter.com/shadetf2
Apr 18 22:51:14 <habib_6ix_god>	shade on the beat hoe
Apr 18 22:51:17 <4gottenz>	BASS
Apr 18 22:51:17 <floop_tf>	SourPls
Apr 18 22:51:17 <ponpon___>	LUL
Apr 18 22:51:23 <romssssssss>	@Shade it's the beginning of HUMBLE by Kendrick Lamar
Apr 18 22:51:25 <corunson>	PepePls
Apr 18 22:51:30 <zeekaptain>	B)
Apr 18 22:51:34 <4dderall>	LOL
Apr 18 22:51:37 <lavaa>	trukW
Apr 18 22:51:37 <thermos9>	@zeekaptain yes if you use my toothbrush i'll jump out that window
Apr 18 22:51:38 <4gottenz>	are you proud of yourself
Apr 18 22:51:41 <ponpon___>	trukM
Apr 18 22:51:46 <4dderall>	it is the begininng of humble tho
Apr 18 22:51:48 <4dderall>	lol
Apr 18 22:51:48 <mellotf2_>	MingLee
Apr 18 22:51:52 <4gottenz>	this is an ungodly creation
Apr 18 22:51:53 <zeekaptain>	@thermos9 🌬
Apr 18 22:51:58 <lavaa>	trukPeek
Apr 18 22:52:01 <corunson>	@Shade https://clips.twitch.tv/InexpensiveDepressedTofuSoonerLater
Apr 18 22:52:05 <corunson>	rofl
Apr 18 22:52:09 <wild_rumpus>	it has 40 views
Apr 18 22:52:09 <bork_oof>	cheer5
Apr 18 22:52:10 <4gottenz>	LUL
Apr 18 22:52:11 <tricky_tiger>	So much fuckery
Apr 18 22:52:24 <wild_rumpus>	your on low tier clips cause youre sorting by last 24 hours
Apr 18 22:52:29 <wild_rumpus>	youre
Apr 18 22:52:32 *	gr33dyorphan (gr33dyorphan@gr33dyorphan.tmi.twitch.tv) has joined
Apr 18 22:52:32 *	discordtf (discordtf@discordtf.tmi.twitch.tv) has joined
Apr 18 22:52:32 *	thefloffybanana (thefloffybanana@thefloffybanana.tmi.twitch.tv) has joined
Apr 18 22:52:32 *	tillerrrrr (tillerrrrr@tillerrrrr.tmi.twitch.tv) has joined
Apr 18 22:52:32 *	theonlypepisman (theonlypepisman@theonlypepisman.tmi.twitch.tv) has joined
Apr 18 22:52:32 *	liquidpetroleumgas (liquidpetroleumgas@liquidpetroleumgas.tmi.twitch.tv) has joined
Apr 18 22:52:32 *	brimst0ne_ (brimst0ne_@brimst0ne_.tmi.twitch.tv) has joined
Apr 18 22:52:32 *	teejayhira (teejayhira@teejayhira.tmi.twitch.tv) has joined
Apr 18 22:52:32 *	swaptf2 (swaptf2@swaptf2.tmi.twitch.tv) has joined
Apr 18 22:52:32 *	jovenjefe (jovenjefe@jovenjefe.tmi.twitch.tv) has joined
Apr 18 22:52:32 *	bon_ (bon_@bon_.tmi.twitch.tv) has left
Apr 18 22:52:32 *	blockheaddd (blockheaddd@blockheaddd.tmi.twitch.tv) has left
Apr 18 22:52:32 *	crdbrdpizza (crdbrdpizza@crdbrdpizza.tmi.twitch.tv) has left
Apr 18 22:52:32 *	zinqul (zinqul@zinqul.tmi.twitch.tv) has left
Apr 18 22:52:32 *	catface__ (catface__@catface__.tmi.twitch.tv) has left
Apr 18 22:52:32 *	r4ve_ (r4ve_@r4ve_.tmi.twitch.tv) has left
Apr 18 22:52:32 *	rulo2004 (rulo2004@rulo2004.tmi.twitch.tv) has left
Apr 18 22:52:32 *	xxassmasterxx (xxassmasterxx@xxassmasterxx.tmi.twitch.tv) has left
Apr 18 22:52:32 *	truktruk (truktruk@truktruk.tmi.twitch.tv) has left
Apr 18 22:52:32 *	jtv removes channel operator status from truktruk
Apr 18 22:53:00 <4gottenz>	bye
Apr 18 22:53:04 <moshes_w_wolves>	hevy noo
Apr 18 22:53:10 <wild_rumpus>	this is big
Apr 18 22:53:16 <dogguy>	70 fov
Apr 18 22:53:19 <dogguy>	I just puked
Apr 18 22:53:20 <tozs_>	VisLaud
Apr 18 22:53:27 <ponpon___>	POGGERS
Apr 18 22:53:28 <corunson>	it's mm i think
Apr 18 22:53:29 <4gottenz>	matchmaking?
Apr 18 22:53:35 <4gottenz>	PogChamp
Apr 18 22:53:39 <mellotf2_>	PogChamp
Apr 18 22:53:42 <bioshockfish>	pubhero
Apr 18 22:53:42 <aim>	this clip is good if its the demo one
Apr 18 22:53:49 <aim>	omg yes
Apr 18 22:53:58 <4gottenz>	o0ewfoi09ewd0ewakda
Apr 18 22:54:08 <mellotf2_>	PogChamp PogChamp
Apr 18 22:54:08 *	lumis96 (lumis96@lumis96.tmi.twitch.tv) has joined
Apr 18 22:54:08 *	guyehhh (guyehhh@guyehhh.tmi.twitch.tv) has joined
Apr 18 22:54:08 *	shounic (shounic@shounic.tmi.twitch.tv) has joined
Apr 18 22:54:08 *	blxze (blxze@blxze.tmi.twitch.tv) has joined
Apr 18 22:54:08 *	ebolagranola (ebolagranola@ebolagranola.tmi.twitch.tv) has joined
Apr 18 22:54:08 *	crazyycow (crazyycow@crazyycow.tmi.twitch.tv) has left
Apr 18 22:54:08 *	thermos9 (thermos9@thermos9.tmi.twitch.tv) has left
Apr 18 22:54:08 *	tillerrrrr (tillerrrrr@tillerrrrr.tmi.twitch.tv) has left
Apr 18 22:54:08 *	bhsr (bhsr@bhsr.tmi.twitch.tv) has left
Apr 18 22:54:08 *	teejayhira (teejayhira@teejayhira.tmi.twitch.tv) has left
Apr 18 22:54:08 *	mitten234 (mitten234@mitten234.tmi.twitch.tv) has left
Apr 18 22:54:08 *	sandskeleton (sandskeleton@sandskeleton.tmi.twitch.tv) has left
Apr 18 22:54:08 *	jesus_extrocent (jesus_extrocent@jesus_extrocent.tmi.twitch.tv) has left
Apr 18 22:54:08 *	hachioji (hachioji@hachioji.tmi.twitch.tv) has left
Apr 18 22:54:08 *	recurse_ (recurse_@recurse_.tmi.twitch.tv) has left
Apr 18 22:54:09 <corunson>	those pipes
Apr 18 22:54:09 <moshes_w_wolves>	habib take notes
Apr 18 22:54:27 <romssssssss>	nutty
Apr 18 22:54:31 <digitdaily>	lirikPOG
Apr 18 22:54:31 <4gottenz>	holy
Apr 18 22:54:32 <ponpon___>	LUL
Apr 18 22:54:42 <corunson>	the slow mo voice lmfao
Apr 18 22:54:50 <4gottenz>	lmfoa
Apr 18 22:54:52 <4gottenz>	LUl
Apr 18 22:54:54 <jefffff_>	the voice is the best part LMFAO
Apr 18 22:54:54 <4gottenz>	LUL
Apr 18 22:54:58 <mellotf2_>	LUL
Apr 18 22:55:03 <romssssssss>	shade's face LUL
Apr 18 22:55:03 <digitdaily>	LUL
Apr 18 22:55:13 <floop_tf>	LUL
Apr 18 22:55:15 <bhsr>	shdeLuL
Apr 18 22:55:17 <romssssssss>	that's shadeYIKES if I ever see one
Apr 18 22:55:17 <ponpon___>	ROFL
Apr 18 22:55:18 <4gottenz>	shdeLUL
Apr 18 22:55:22 <darkxk>	LOL
Apr 18 22:55:23 <bhsr>	shdeLUL
Apr 18 22:55:24 <digitdaily>	LOL
Apr 18 22:55:25 <moshes_w_wolves>	LUL REFORMED PLAYER
Apr 18 22:55:27 <corunson>	shdeLUL
Apr 18 22:55:27 <habib_6ix_god>	bannyP
Apr 18 22:55:28 <jesus_extrocent>	LUL LUL
Apr 18 22:55:28 <jefffff_>	get a phat slomo of the i dont understand
Apr 18 22:55:35 <mellotf2_>	ANELE
Apr 18 22:55:38 <ponpon___>	LOOOOL
Apr 18 22:55:39 <tozs_>	ANELE
Apr 18 22:55:40 <mackeytf>	WTF
Apr 18 22:55:41 <4gottenz>	ANELE
Apr 18 22:55:42 <digitdaily>	LUL
Apr 18 22:55:42 <darkxk>	ANELE
Apr 18 22:55:43 <zeekaptain>	LUL
Apr 18 22:55:43 <wackyfireball>	watch top of all time
Apr 18 22:55:44 <slide_>	ANELE
Apr 18 22:55:45 <4gottenz>	WutFace
Apr 18 22:55:46 <corunson>	ANELE
Apr 18 22:55:46 <romssssssss>	LUL
Apr 18 22:55:46 <moshes_w_wolves>	LUL
Apr 18 22:55:47 <dubitable>	Kreygasm
Apr 18 22:55:48 *	jesus_extrocent (jesus_extrocent@jesus_extrocent.tmi.twitch.tv) has joined
Apr 18 22:55:48 *	goyangee1025 (goyangee1025@goyangee1025.tmi.twitch.tv) has joined
Apr 18 22:55:48 *	scrimsha (scrimsha@scrimsha.tmi.twitch.tv) has joined
Apr 18 22:55:48 *	fifa13demo (fifa13demo@fifa13demo.tmi.twitch.tv) has joined
Apr 18 22:55:48 *	playmo (playmo@playmo.tmi.twitch.tv) has joined
Apr 18 22:55:48 *	jefffff_ (jefffff_@jefffff_.tmi.twitch.tv) has joined
Apr 18 22:55:48 *	thicccdadd (thicccdadd@thicccdadd.tmi.twitch.tv) has joined
Apr 18 22:55:48 *	bhsr (bhsr@bhsr.tmi.twitch.tv) has joined
Apr 18 22:55:48 *	sandskeleton (sandskeleton@sandskeleton.tmi.twitch.tv) has joined
Apr 18 22:55:48 *	mathemaphysicist (mathemaphysicist@mathemaphysicist.tmi.twitch.tv) has joined
Apr 18 22:55:48 *	xionxang (xionxang@xionxang.tmi.twitch.tv) has joined
Apr 18 22:55:48 *	tab_tf2 (tab_tf2@tab_tf2.tmi.twitch.tv) has joined
Apr 18 22:55:48 *	hellbent_ (hellbent_@hellbent_.tmi.twitch.tv) has left
Apr 18 22:55:48 *	shikishikidesu (shikishikidesu@shikishikidesu.tmi.twitch.tv) has left
Apr 18 22:55:48 *	cukei (cukei@cukei.tmi.twitch.tv) has left
Apr 18 22:55:48 *	aman207 (aman207@aman207.tmi.twitch.tv) has left
Apr 18 22:55:49 <habib_6ix_god>	LOOOOOOOOL
Apr 18 22:55:50 <mellotf2_>	LUL LUL LUL
Apr 18 22:55:53 <lavaa>	ANELE
Apr 18 22:55:55 <4gottenz>	habib is high as fuck
Apr 18 22:55:57 <0x0ace>	I kneeeeeewwwwwwwwwww iiiiiiiiiiitttttttttttttttttttttttttt
Apr 18 22:55:57 <habib_6ix_god>	bannyP bannyP bannyP bannyP bannyP bannyP bannyP bannyP bannyP bannyP bannyP bannyP bannyP bannyP bannyP
Apr 18 22:55:58 <brimst0ne_>	LMFAO
Apr 18 22:55:58 <bhsr>	aaaaaAAAAAAAAAAHHHHHHHH
Apr 18 22:56:00 <jesus_extrocent>	LUL LUL
Apr 18 22:56:03 <4gottenz>	ANELE ANELE ANELE ANELE
Apr 18 22:56:04 <lavaa>	kaidusSlow kaidusSlow
Apr 18 22:56:07 <roeeyamini>	wtf lol
Apr 18 22:56:09 <mellotf2_>	ANELE
Apr 18 22:56:14 <habib_6ix_god>	@Shade https://clips.twitch.tv/MushyBoredSparrowPJSalt
Apr 18 22:56:15 <ding0d>	david after dentist
Apr 18 22:56:19 <romssssssss>	ooooooon streeeeaaaaaaaaammmmm LUL
Apr 18 22:56:20 <ebolagranola>	bannyP bannyP bannyP bannyP
Apr 18 22:56:24 <4gottenz>	LOL
Apr 18 22:56:25 <ponpon___>	Kreygasm
Apr 18 22:56:27 <deer_001>	LUL
Apr 18 22:56:27 <critboi69>	bannyP
Apr 18 22:56:28 <eontf>	LUL
Apr 18 22:56:32 <moshes_w_wolves>	IS THIS GONNA BE FOREVER
Apr 18 22:56:33 <jesus_extrocent>	LOL
Apr 18 22:56:38 <randomcookie12>	shdeLUL
Apr 18 22:56:42 <dellaaa>	!roulette all
Apr 18 22:56:42 *	streamelements PogChamp dellaaa went all in and won 2780 points PogChamp he now has 5560 points FeelsGoodMan
Apr 18 22:56:56 <dellaaa>	!points
Apr 18 22:56:56 <streamelements>	@dellaaa, dellaaa has 5560 points and is rank 20/14655 on the leaderboard.
Apr 18 22:56:58 <n8doge44>	clip this
Apr 18 22:56:59 <mellotf2_>	ANELE
Apr 18 22:57:01 <knockthemanklesloose>	dante on the beat so its not nice PogChamp
Apr 18 22:57:02 <4gottenz>	WutFace
Apr 18 22:57:06 <corunson>	@Shade https://clips.twitch.tv/InexpensiveDepressedTofuSoonerLater
Apr 18 22:57:06 <mackeytf>	!points
Apr 18 22:57:07 <streamelements>	@mackeytf, mackeytf has 20 points and is rank 6712/14655 on the leaderboard.
Apr 18 22:57:08 <lavaa>	WutFace
Apr 18 22:57:09 <iamzim101>	!points
Apr 18 22:57:09 <streamelements>	@iamzim101, iamzim101 has 1445 points and is rank 155/14655 on the leaderboard.
Apr 18 22:57:11 <moshes_w_wolves>	can we get the truk truk ggiggle slowed down?
Apr 18 22:57:17 <robot_gloryhole>	!points
Apr 18 22:57:17 <streamelements>	@robot_gloryhole, robot_gloryhole has 80 points and is rank 2973/14655 on the leaderboard.
Apr 18 22:57:18 <marshallhugsyou>	!points
Apr 18 22:57:24 <bhsr>	!points
Apr 18 22:57:24 <streamelements>	@bhsr, bhsr has 56 points and is rank 3772/14655 on the leaderboard.
Apr 18 22:57:26 *	slide_ (slide_@slide_.tmi.twitch.tv) has joined
Apr 18 22:57:26 *	ding0d (ding0d@ding0d.tmi.twitch.tv) has joined
Apr 18 22:57:26 *	assblaster2003 (assblaster2003@assblaster2003.tmi.twitch.tv) has joined
Apr 18 22:57:26 *	randomcookie12 (randomcookie12@randomcookie12.tmi.twitch.tv) has joined
Apr 18 22:57:26 *	essencetf2 (essencetf2@essencetf2.tmi.twitch.tv) has joined
Apr 18 22:57:26 *	bukowskiiii (bukowskiiii@bukowskiiii.tmi.twitch.tv) has joined
Apr 18 22:57:26 *	bej__ (bej__@bej__.tmi.twitch.tv) has joined
Apr 18 22:57:26 *	hunttwentyone (hunttwentyone@hunttwentyone.tmi.twitch.tv) has joined
Apr 18 22:57:26 *	ayyveryyy (ayyveryyy@ayyveryyy.tmi.twitch.tv) has joined
Apr 18 22:57:26 *	shanks_3 (shanks_3@shanks_3.tmi.twitch.tv) has joined
Apr 18 22:57:26 *	gamedayagain (gamedayagain@gamedayagain.tmi.twitch.tv) has joined
Apr 18 22:57:26 *	digitdaily (digitdaily@digitdaily.tmi.twitch.tv) has joined
Apr 18 22:57:26 *	thermos9 (thermos9@thermos9.tmi.twitch.tv) has joined
Apr 18 22:57:26 *	tacocake25 (tacocake25@tacocake25.tmi.twitch.tv) has joined
Apr 18 22:57:26 *	storemz (storemz@storemz.tmi.twitch.tv) has joined
Apr 18 22:57:26 *	java10diablo (java10diablo@java10diablo.tmi.twitch.tv) has joined
Apr 18 22:57:26 *	only_peperoni (only_peperoni@only_peperoni.tmi.twitch.tv) has joined
Apr 18 22:57:26 *	zimmor (zimmor@zimmor.tmi.twitch.tv) has joined
Apr 18 22:57:26 *	miss_kinn (miss_kinn@miss_kinn.tmi.twitch.tv) has joined
Apr 18 22:57:26 *	goyangee1025 (goyangee1025@goyangee1025.tmi.twitch.tv) has left
Apr 18 22:57:26 *	tyopet (tyopet@tyopet.tmi.twitch.tv) has left
Apr 18 22:57:26 *	n8doge44 (n8doge44@n8doge44.tmi.twitch.tv) has left
Apr 18 22:57:26 *	fifa13demo (fifa13demo@fifa13demo.tmi.twitch.tv) has left
Apr 18 22:57:26 *	kippwilson (kippwilson@kippwilson.tmi.twitch.tv) has left
Apr 18 22:57:26 *	12cnka (12cnka@12cnka.tmi.twitch.tv) has left
Apr 18 22:57:26 *	the__wook (the__wook@the__wook.tmi.twitch.tv) has left
Apr 18 22:57:26 *	tricky_tiger (tricky_tiger@tricky_tiger.tmi.twitch.tv) has left
Apr 18 22:57:26 *	jojoyato (jojoyato@jojoyato.tmi.twitch.tv) has left
Apr 18 22:57:26 *	marecoose (marecoose@marecoose.tmi.twitch.tv) has left
Apr 18 22:57:26 *	scrimsha (scrimsha@scrimsha.tmi.twitch.tv) has left
Apr 18 22:57:26 *	dustybunny250 (dustybunny250@dustybunny250.tmi.twitch.tv) has left
Apr 18 22:57:26 *	xionxang (xionxang@xionxang.tmi.twitch.tv) has left
Apr 18 22:57:26 *	memhic (memhic@memhic.tmi.twitch.tv) has left
Apr 18 22:57:26 *	crazymush (crazymush@crazymush.tmi.twitch.tv) has left
Apr 18 22:57:26 *	jtv gives channel operator status to bej__
Apr 18 22:57:29 <4gottenz>	fak
Apr 18 22:57:34 <corunson>	oh lmao
Apr 18 22:57:39 <randomcookie12>	!points
Apr 18 22:57:40 <streamelements>	@RandomCookie12, RandomCookie12 has 4770 points and is rank 27/14655 on the leaderboard.
Apr 18 22:57:40 <marshallhugsyou>	-__-
Apr 18 22:57:40 <robot_gloryhole>	!roulette 40
Apr 18 22:57:41 *	streamelements robot_gloryhole lost 40 points in roulette and now has 40 points! FeelsBadMan
Apr 18 22:57:43 <4gottenz>	i love this clip
Apr 18 22:57:44 <chaaaad>	lmfao
Apr 18 22:57:45 <chaaaad>	here it comes
Apr 18 22:57:46 <corunson>	you get owned
Apr 18 22:57:47 <marshallhugsyou>	!points
Apr 18 22:57:47 <streamelements>	@MarshallHugsYou, MarshallHugsYou has 601 points and is rank 493/14655 on the leaderboard.
Apr 18 22:57:50 <only_peperoni>	!points
Apr 18 22:57:50 <streamelements>	@only_peperoni, only_peperoni has 130 points and is rank 2116/14655 on the leaderboard.
Apr 18 22:57:50 <heuji>	wild demo appears
Apr 18 22:57:50 <4gottenz>	3
Apr 18 22:57:52 <ponpon___>	LUL
Apr 18 22:57:52 <mackeytf>	LOL
Apr 18 22:57:52 <4gottenz>	1
Apr 18 22:57:53 <grimyy>	kek
Apr 18 22:57:54 <corunson>	shdeLUL
Apr 18 22:57:54 <tozs_>	4Head
Apr 18 22:57:54 <chaaaad>	shdeLUL
Apr 18 22:57:55 <darkxk>	LUL
Apr 18 22:57:55 <4gottenz>	LOL
Apr 18 22:57:56 <digitdaily>	cuts de clip LUL
Apr 18 22:57:57 <bhsr>	ROFL
Apr 18 22:57:57 <moshes_w_wolves>	bannyThink
Apr 18 22:57:57 <jesus_extrocent>	LUL
Apr 18 22:57:58 <wild_rumpus>	lmao
Apr 18 22:57:59 <bordyee>	f
Apr 18 22:58:02 <marshallhugsyou>	!roulette all
Apr 18 22:58:02 *	streamelements MarshallHugsYou went all in and lost every single one of his 601 points LUL
Apr 18 22:58:03 <mellotf2_>	LUL
Apr 18 22:58:05 <bhsr>	nice try shade
Apr 18 22:58:07 <marshallhugsyou>	FeelsBadMan
Apr 18 22:58:20 <4gottenz>	LMFAO
Apr 18 22:58:21 <corunson>	LUL
Apr 18 22:58:26 <corunson>	3 MELEE KILLS
Apr 18 22:58:27 <grimyy>	!roulette 100
Apr 18 22:58:27 <streamelements>	@Grimyy, you dont have any points to roulette FeelsBadMan
Apr 18 22:58:44 <ponpon___>	LMAO
Apr 18 22:58:44 <habib_6ix_god>	@Shade https://clips.twitch.tv/MushyBoredSparrowPJSalt
Apr 18 22:58:51 <dubitable>	LUL
Apr 18 22:58:52 <ponpon___>	^
Apr 18 22:58:53 <bhsr>	o no
Apr 18 22:58:53 <wild_rumpus>	oooooooh woooooooooow
Apr 18 22:58:54 <4gottenz>	im not ready
Apr 18 22:59:00 <mellotf2_>	nooo
Apr 18 22:59:00 <ponpon___>	LUL
Apr 18 22:59:04 <dogguy>	I feel violated
Apr 18 22:59:04 <4gottenz>	i need an adult
Apr 18 22:59:05 <jesus_extrocent>	LUL
Apr 18 22:59:06 <only_peperoni>	!roulette 30
Apr 18 22:59:06 *	streamelements only_peperoni lost 30 points in roulette and now has 100 points! FeelsBadMan
Apr 18 22:59:07 <lavaa>	trukW
Apr 18 22:59:09 <4gottenz>	LOL
Apr 18 22:59:10 <tozs_>	o wow
